content,language,doubleQuality
"Następca Viziru - proszku Vizir używam od wielu lat i jestem mega zadowolony, lepszego nie miałem jeszcze okazji testować. Mam wrażenie, że ostatnimi czasy jakość spadła nieco i może dlatego zmienili markę, nie jest on już produkowany w Niemczech (choć nadal jest faktycznie na rynek niemiecki i szwajcarski). Mimo wszystko jest to ciągle najlepszy znany mi proszek do prania, o dużej wydajności, nie niszczący odzieży. Przede wszystkim pranie po nim nie ma żadnego intensywnego zapachu ani po wyjęciu z pralki NIE pachnie... moczem (przez chwilę, ale jednak), co jest prawie normą w wielu konkurencyjnych proszkach. Za to go uwielbiam, nie lubię ""perfumowanych"" mocno proszków.",POL,1
Vizir jak Vizir. Trochę lepszy niż dostępny w polskich sklepach. ,POL,1
"Świetna, niemiecka jakość produktu. polecam",POL,1
"Kupuję już długo Vizir z zachodu z powodu świetnej jakości, dobrze pierze, ładnie pachnie.",POL,1
"Proszek jak to proszek, niemiecka chemia.",POL,1
"Jakość i skuteczność proszku przeciętna  może dlatego, że  nie jest to oryginalny produkt produkowany na rynek zachodni.",POL,1
żona mówi że jest lepszy niż polski,POL,1
Wydaje mi się że kiedyś był lepszy ale nadal jest nad polskimi proszkami,POL,1
na zdjęciu niemiecki a w rzeczywistości polski,POL,1
"Proszek miał być niemiecki , a przyjechał opisany po polsku. Ale zapach ok.",POL,1
"oferta na stronie jako produkt niemiecki ,w rzeczywistości produkt czeski ,wprowadzanie w błąd klienta",POL,1
super produkt -niemiecki,POL,1
"Proszek jak proszek. Nie wiem skąd te zachwyty nad niemiecką jakością. Skusiłam się pierwszy raz w życiu, bo wszyscy tutaj pieją nad zapachem i praniem. Zapachu zero, pierze dobrze. Tyle w temacie.",POL,1
Niemieckie proszki do prania zawsze są najlepsze.,POL,1
"polski produkt się umywa,niby to samo ale do tego można powiedzieć  pierzesz w proszku,standard jak nas niemcy oszukują",POL,1
"Nie ma jak niemiecka jakość, kupuję regularnie.",POL,1
"NIEMIECKI, PACHNĄCY.  POLECAM  !!!",POL,1
"Wygląda na to, że proszek dobry, nie robiony na wschód, tak jak te w sklepach w Polsce.",POL,1
Niemiecka chemia jest najlepsza.,POL,1
Prawdziwy niemiecki proszek pięknie pachnie,POL,1
W 100% zgodne z opisem a jakosc - wiadomo niemiecka....,POL,1
Proszek z metką niemiecką. Chyba nie trzeba nic więcej na ten temat pisać. Polecam,POL,1
Niemiecka jakosc super ,POL,1
"Pierze jak polski produkt, a jest niemieckim produktem. No w skrócie nie ma szału... normalnie pachnie jak polski. nic szczególnego...",POL,1
"Znam proszek do mycia z wcześniej, ale w tym czasie pachniał inaczej (lepiej) niż dzisiaj.A cena jest również stosunkowo wysoka.Z rabatu jest proszek do mycia, który jest znacznie tańszy, a jeszcze lepiej zapach.Próbowałem, ale znowu nie kupię go ponownie.Szkoda",DEU,1
"Zdecydowanie już nie był.Odkryłem go tutaj ponownie w Amazon po kilku latach, zamówiłem go od razu i muszę powiedzieć, że jestem rozczarowany.Zapach jest świetny w opakowaniu, ale pranie wcale nie pachnie, szczególnie nie tak jak wcześniej, wydajność mycia była również lepsza.Nigdy więcej tego nie zamówię.Ponadto jest teraz drogie!",DEU,1
"Używam tego proszku do mycia od 15 lat.Jest to produktywne, od czasu do czasu należy zmniejszyć ilość detergentu, ponieważ producenci nadal go koncentrują.Kolory nie zanikają, a pranie stają się bez czystości.Niestety nie ma już dużych paczek.",DEU,1
"Od tego czasu formuła została zmieniona, detergent śmierdzi wyjątkowo, a nawet po umyciu prania nawet śmierdzi.Kiedyś było znacznie lepsze.Dlaczego coś zawsze trzeba zmienić?",DEU,1
"Oczyści i pachnie dobrze, uniwersalne megaperle są znacznie lepsze niż uniwersalny wicver, cena mówi sama za siebie",DEU,1
"Często kopiowane i nigdy nie dotarły.Oryginał jest zdecydowanie najlepszy!Niesamowite, szczególnie w 60 °, zawsze cieszę się z doskonałego wyniku mycia.Wyjdź plamy bez obróbki wstępnej, a zapach jest subtelny i świeży.Lepiej być lepszym.Lubię za to płacić jeszcze kilka euro.",DEU,1
"Tutaj uwaga do tych co piszą, że kod kreskowy zaczyna się na 8 zamiast 4. Kupując w sklepie Niemieckim (za granicą) jest dokładnie tak samo. Jednak widać po produkcie, że nie jest to produkt przeznaczony na rynek Polski.",POL,1
"Zdecydowanie lepszy niż polski odpowiednik, Polecam",POL,1
Ariel z Niemiec jak do tej pory mnie nie zawiódł! Wszystko czyste i doprane! Polecam!!!,POL,1
"Moj ulubiony proszek. Super zapach, swietnie pierze (lepiej niz niemieckie te drozsze slawne, ktore maja dodatkowo mase innych minusow), i nie uczula.",POL,1
"Super. Pierze jak reklamowane, a sypie się go mniej(jest bardzo wydajny), nie pachnie agresywnie, jest poprostu lepszy",POL,1
"najlepszy proszek na rynku, najlepszy bo polski",POL,1
"Może pierze dobrze, ale na ciemnych ubraniach zostawia plamy. I to nie jest kwestia pralki, bo od kilku lat piorę w różnych proszkach. Pierwszy raz coś takiego mnie spotkało. Pachnie szpitalem. Na pewno więcej nie kupię :-(",POL,1
"chemia nie z polskiego rynku, jakość lepsza niż w naszych sklepach",POL,1
Lepszy niż Polski. Co niemiecki proszek to równa się doprane ubrania. Przy małym dziecku sprawdza się rewelacyjnie. Nie uczula. ,POL,1
"Świetny na ciężki brud. W pralce może nie mieć okazji, by pokazać pełnię swoich możliwości - polecam przed praniem powrócić do namaczania: max. 1/3 szklanki na umywalkę wody, rozpuścić w gorącej wodzie. Po ostygnięciu wrzucić do długiego namoczenia zszarzałą bieliznę, niegdyś białą bawełnę czy poplamione obrusy. Moczyć kilka godzin, co jakiś czas lekko przeprać i zostawić. Przy bardzo dużych zabrudzeniach może być potrzebna druga zmiana proszku z wodą i klejne godziny namaczania. Najwygodniej zostawiać na noc. Proszek pomaga odzyskać dawną śnieżną biel, czystość bielizny, odplamić obrusy ze starych plam, doprać białe skarpetki po spacerach boso. Genialny. Ale tylko opcja na rynek niemiecki (waga 8,45 kg) - holenderskie nie są tak skuteczne. Ten zawiera aż tyle niebieskich granulek, że barwi wodę na niebiesko. Polecam gorąco!",POL,1
Jak zwykle zachodnia jakość która widać już po pierwszym peaniu ,POL,1
"Dobry proszek, niemiecka jakość. Opakowania wystarczy na długo.",POL,1
super jakość...na zachodni rynek ,POL,1
"Dobrze pierze. Próbowałem tańszych niemieckich proszków z innych zakupów, ale żaden z nich nie spełniał moich oczekiwań. Lepiej dopłacić i kupić ten proszek. Polecam.",POL,1
Najlepsze proszki od Niemchem,POL,1
super dopiera i co ważne na niemiecki rynek,POL,1
Proszek z metką niemiecką. Chyba nie trzeba nic więcej na ten temat pisać. Polecam,POL,1
Niemiecka jakosc super ,POL,1
"Pierze jak polski produkt, a jest niemieckim produktem. No w skrócie nie ma szału... normalnie pachnie jak polski. nic szczególnego...",POL,1
"Proszek ma specyficzny niemiecki bardzo silny zapach, który nie każdemu może pasować.Jest bardziej zbity ,dlatego wygląda na mniejszą ilość od innych firm.",POL,1
"Widzę że większość ma rację. Te kilka negatywnych ocen jest wyssana z palca, zawsze znajdzie się ktoś, komu nic nie pasuje i zawsze będą biadolić. Proszek jest faktycznie dobry a nawet lepszy od tych 2 razy droższych. Po praniu ubrania wyglądają jak nowe. Bardzo ładnie pachnie i dość intensywnie. Ubranie po praniu pachną bardzo delikatnie, prawdopodobnie u każdego w innym natężeniu - różne pralki różnie płuczą. Dla mnie bardzo delikatny zapach jest na plus - nie chcę pachnieć proszkiem :) nawet jak ma przyjemny zapach.  Kod na opakowaniu pokazuje że był wyprodukowany w Niemczech a nie jak przy wielu proszkach - napisane że w wyprodukowany w Niemczech a kod mówi co innego. Jest tak jak inni piszą że jest różnica w objętości i tej samej masy w porównaniu z innymi proszkami. Proszek na swoją objętość jest ciężki, ale to w niczym mi nie przeszkadza, widocznie tak ma być - ważne jest to że robi swoje. Ludzie chwalą swoje drobie proszki, przodujących firm bo wydali na nie kupę pieniędzy i uwierzyli reklamie robiącej pranie mózgu a w rzeczywistości nie są takie dobre jak się o nich mówi. Dobra reklama i plotki ludzi z byle czego ""zrobi"" świetny produkt w który uwierzą tłumy... Z pewnością kupię ten proszek ponownie, oby firma utrzymała tę jakość i przez oszczędności i jakości surowców nie ""spadli"" w dół, tak jak to robią przodujące firmy proszków. Przy innych proszkach swędzą mnie oczy i cieknie z nosa, przy tym nie. Ten proszek jest godny polecenia.",POL,1
Proszę najtańszy nie dociera nic i pachnie tylko w opakowaniu . Przy rozwieszaniu nie czuć NIC.  POLSKIE najtańsze proszki są tak samo nic nie warte co NIEMIECKIE najtansze,POL,1
Towar nie ustępuje produktom w marketach. Wydaje mi się że jest nawet lepszy. No i fajnie pachnie pranie.,POL,1
"Osobiście go nie używam, ale moja baba jest zachwycona tym proszkiem. Mówi, że pierze znacznie lepiej od proszków z sieci dyskontów (tej z owadem, oraz tej niemieckiej). Za te cenę jest na prawdę dobry. Kupiłem 20kg jako prezent na dzień kobiet i prezent okazał się być bardzo trafiony.",POL,1
Cena idzie w parze z jakością. Nie jest to niemiecki proszek ani też klasy niemieckiego np. persila. Być może jest to produkt na export albo chwyt marketingowy. Bądź co bądź i tak warty zakupu.,POL,1
"Proszek wg. opisu powinien być niemiecki, a jest wyprodukowany w Polsce. Wiadomo, że produkty oryginalne niemieckie lub na rynek niemiecki są lepszej jakości, a na polski są gorsze, nawet robione przez firmy niemieckie.",POL,1
pomimo produkcji przez clovin proszek trochę lepszy od normalnych krajowych serii,POL,1
niemożliwe? niemiecki a do niczego,POL,1
Proszek na pewno nie jest niemiecki. Jest to podróba. Bardzo się zawiodłam bo nawet najmniejszych  plam nie odpiera ani w 40' ani w 60 stopniach. Wyrzuciłam pieniądze w błoto. Nie polecam!,POL,1
"proszek OK.zapach intensywny przyjemny.pierze dobrze,ciuchy pachną.niemiecka chemia zawsze była o niebo lepsza niż nasza.biorąc na ręke dwa proszki tej samej firmy niemiecki i polski wyglądają jak dwa różne.czyli nie niemcy a nasi nas szwabią.",POL,1
"Ten proszek używam już po raz kolejny i testowała tez teściowa. Nadzwyczaj dobrze się sprawuje. O wiele lepszy od kupowanego kiedyś w Lidlu - proszek Czeski. Dobrze sie rozpuszcza i nie zostawia smug, czy śladów.. Polecam, warto przetestować..",POL,1
ten proszek niby niemiecki on nawet nie stał przy takim!,POL,1
Proszek WaschPulver na pewno lepszy niż proszki z marketu. Zapach po praniu niewyczuwalny. Skuteczny. Polecam. ,POL,1
"Zamówiłem te zakładki, ponieważ dużo podróżuję profesjonalnie. Jestem bardzo zadowolony z zakładek.W przypadku mycia rąk w zlewie, ale tak naprawdę tego nie robisz - tak naprawdę tego nie robisz, ale jeśli podróżujesz na całym świecie, czasami musisz się tak zachowywać ... Jestem naprawdę bardzo zadowolony!.---.Niestety muszę poprawić swoją ocenę .. W ramce 2 i 3 wiele strąków było „przyklejonych”, jak na zdjęciach… właściwie wstyd!",DEU,1
"Ok . Szkoda tylko że niemiecki, chociaż oni mają dobrą chemię od początku wojny.",POL,1
"polecam ,chemia Niemiecka jak zawsze robi robotę.",POL,1
To nie są niemieckie tabletki. Tylko wyprodukowane w Polsce. Jakością niestety nie dorównują Niemieckim.,POL,1
Jak na niemiecki produkt wyprodukowany w Polsce to jakoś średnia ,POL,1
"Produkt nie jest z Niemiec, opisy są polskie.. ",POL,1
"Bardzo słabe i nie jest to niemiecka jakość. Nie domywają, pozostają smugi na naczyniach.",POL,1
"tanie i dobre , od niemca to wiadomo że będzie dobre , nie to co nasze z polszy ;)",POL,1
"Niemieckie tabletki,naczynia domyte i błyszczące.Polecam.",POL,1
To nie są oryginalne niemieckie tabletki.To jakaś podróbka.,POL,1
Super. Tabletki chyba z rynku zachodniej UE - stąd świetna jakość produktu :),POL,1
Najlepsze kapsułki do zmywarki. Są the best!!!! Polecam wszystkim. Domywa każdy brud na naczyniach. Na pewno kupię jeszcze nie raz. Polecam.,POL,1
Polecam wcześniej używałem Drefta niemieckiego i wydaje mi się że SOMAT Lepiej daje sobie radę .,POL,1
Proszek z metką niemiecką. Chyba nie trzeba nic więcej na ten temat pisać. Polecam,POL,1
Niemiecka jakosc super ,POL,1
"Pierze jak polski produkt, a jest niemieckim produktem. No w skrócie nie ma szału... normalnie pachnie jak polski. nic szczególnego...",POL,1
"Te czapki są naprawdę dobre, jeśli Wama nie jest maszyną oszczędzającą wodę.Miele moich rodziców faktycznie nie udaje się rozpuścić pokrycia żelu, istnieją śluzowate resztki odzieży. Ale dzięki tej maszynie mamy również problemy ze znalezieniem detergentu, który jest dobrze wypłukany ... z moim boschem i AEG, włączonym Z drugiej strony nie ma żadnych problemów.Oba nieco starsze pralki, które potrzebują o wiele więcej wody do umycia. Czapki rozpuszczają się tutaj w temperaturze 40 stopni, na praniu nie ma już rezystorów. Wszystko staje się czyste i pachnie dobrze, ale nie przenikają. Praktyczne, praktyczne, jeśli, jeśli, jeśli praktyczne, jeśli, jeśli, jeśli praktyczne, jeśli, jeśli praktyczne, jeśli, jeśli, jeśli praktyczne, jeśli, jeśli praktyczny, jeśli, jeśli praktyczny, jeśli praktyczny, jeśli praktyczny, jeśli praktyczny, jeśli praktyczny, jeśli praktyczny, jeśli praktyczny, jeśli praktyczny, jeśli praktyczny, praktyczny. Masz pełną maszynę i po prostu wrzucasz czapki do bębna .. Ale ponieważ często myję pół pełnych maszyn, zostanę z moim normalnym detergentem .. Wniosek: Dobry produkt, jeśli nie masz pralki oszczędnościowej.",DEU,1
"Co zrobić z ubraniami z spoconej brudnej pracy?Próbowałem najlepszych amerykańskich detergentów, ale wciąż nie jest w pełni zadowolony.Przeczytaj o oryginalnym niemieckim Persliie i jego „magicznej” mocy czyszczącej przez przypadek.Zamówiłem pudełko dla niego i przetestuj je.Właśnie zrzuciłem cały ładunek paskudnych mundurek i środkową dawkę Persil do pralki bez przedt przedszuchu lub obróbki obróbki kołnierza i przeprowadził normalny ciepły cykl z dodatkowym płukaniem (jestem wrażliwy na detergent), jak zwykle.Niesamowity!Wyczyść mundury prosto po wyjęciu z pudełka!Pomyślałem, że może zakocham się w szumu, ale po kilku miesiącach używania tego detergentu kilku moich współpracowników zapytało mnie od samego początku, jak zachować tak świeże mundury!.Detergent również spłukuje całkowicie, więc nie ma problemów z wrażliwością.Jest drogi, ale jest warty każdego grosza.Aby zaoszczędzić pieniądze, używam Persil American (po prostu nie tak skuteczny jak Niemca, ale wciąż lepszy niż fala) i trzymaj niemieckie rzeczy w ostateczności.",OT: (Opinia napisana w Stanach Zjednoczonych dnia 3 października 2022),1
Niemiecka inżynieria w najlepszym wydaniu.Nigdy nie mogę wrócić do nas produktów.,OT: (Opinia napisana w Stanach Zjednoczonych dnia 18 marca 2022),1
"To jedyny detergent, którego używamy w podkładce z przodu.Powiedziano nam kiedyś, aby używać Persli z Europy, i to właśnie zrobiliśmy. Nigdy nie mieliśmy problemu związanego z detergentem z naszą pralką.",OT: (Opinia napisana w Kanadzie dnia 12 grudnia 2021),1
"Najwyższy detergent prania.Tęsknię za tym detergentem, odkąd mieszkałem za granicą w Europie przez rok. Szkoda, że nie mieliśmy tego tutaj, ale Amerykanie z Ameryki Północnej nie lubią dobrej jakości i pomiaru detergentu. Kupiłbym ponownie, jeśli mniej niż 100 USD ...",OT: (Opinia napisana w Kanadzie dnia 19 maja 2020),1
"Zrozum strategię sprzedaży od Henkel, która nie została zakupiona od Amazon 1 marca 2014 r. Persil Color 100 myje zawartością 7,5 kg 31 stycznia 2018 r. Ponownie kupiony w Amazon 100 Washes Persil Color z zawartością 6,5 kg.Teraz zastanawiam się, że stało się o wiele lepsze lub jest to paczka Mogue. W rzeczywistości zawsze satysfakcjonowany z detergentu, ale powinieneś przynieść na wadze, gdy klient może sam zdecydować, czy chce kupić produkt, dlatego tylko dlatego, że tylko dlatego, dlaczego tylko dlatego jedna gwiazda",DEU,1
"Bardzo źle - kupiłem ten artykuł na temat rekomendacji przyjaciela - kocham niebieskiego lenora ... ale ten detergent - po pierwsze, opakowanie zostało uszkodzone, po drugie - nie pachnie!Jestem bardzo rozczarowany - mój najlepszy przyjaciel go owinął ... i pachnie, gdy kupuję tani proszek do mycia w Czechice .. Najważniejsze jest to, że mam teraz 130 myjków śmierdzącego proszku do mycia ... za cenę - świetna !",DEU,1
