content,language,doubleQuality
"Proszek jak proszek. Nie wiem skąd te zachwyty nad niemiecką jakością. Skusiłam się pierwszy raz w życiu, bo wszyscy tutaj pieją nad zapachem i praniem. Zapachu zero, pierze dobrze. Tyle w temacie.",POL,1
Niemieckie proszki do prania zawsze są najlepsze.,POL,1
"polski produkt się umywa,niby to samo ale do tego można powiedzieć  pierzesz w proszku,standard jak nas niemcy oszukują",POL,1
"Nie ma jak niemiecka jakość, kupuję regularnie.",POL,1
"NIEMIECKI, PACHNĄCY.  POLECAM  !!!",POL,1
"Wygląda na to, że proszek dobry, nie robiony na wschód, tak jak te w sklepach w Polsce.",POL,1
Niemiecka chemia jest najlepsza.,POL,1
Prawdziwy niemiecki proszek pięknie pachnie,POL,1
W 100% zgodne z opisem a jakosc - wiadomo niemiecka....,POL,1
Lepszy niż Polski. Co niemiecki proszek to równa się doprane ubrania. Przy małym dziecku sprawdza się rewelacyjnie. Nie uczula. ,POL,1
"Świetny na ciężki brud. W pralce może nie mieć okazji, by pokazać pełnię swoich możliwości - polecam przed praniem powrócić do namaczania: max. 1/3 szklanki na umywalkę wody, rozpuścić w gorącej wodzie. Po ostygnięciu wrzucić do długiego namoczenia zszarzałą bieliznę, niegdyś białą bawełnę czy poplamione obrusy. Moczyć kilka godzin, co jakiś czas lekko przeprać i zostawić. Przy bardzo dużych zabrudzeniach może być potrzebna druga zmiana proszku z wodą i klejne godziny namaczania. Najwygodniej zostawiać na noc. Proszek pomaga odzyskać dawną śnieżną biel, czystość bielizny, odplamić obrusy ze starych plam, doprać białe skarpetki po spacerach boso. Genialny. Ale tylko opcja na rynek niemiecki (waga 8,45 kg) - holenderskie nie są tak skuteczne. Ten zawiera aż tyle niebieskich granulek, że barwi wodę na niebiesko. Polecam gorąco!",POL,1
Jak zwykle zachodnia jakość która widać już po pierwszym peaniu ,POL,1
"Dobry proszek, niemiecka jakość. Opakowania wystarczy na długo.",POL,1
super jakość...na zachodni rynek ,POL,1
"Dobrze pierze. Próbowałem tańszych niemieckich proszków z innych zakupów, ale żaden z nich nie spełniał moich oczekiwań. Lepiej dopłacić i kupić ten proszek. Polecam.",POL,1
Najlepsze proszki od Niemchem,POL,1
super dopiera i co ważne na niemiecki rynek,POL,1
Proszek z metką niemiecką. Chyba nie trzeba nic więcej na ten temat pisać. Polecam,POL,1
Niemiecka jakosc super ,POL,1
"Pierze jak polski produkt, a jest niemieckim produktem. No w skrócie nie ma szału... normalnie pachnie jak polski. nic szczególnego...",POL,1
"Proszek ma specyficzny niemiecki bardzo silny zapach, który nie każdemu może pasować.Jest bardziej zbity ,dlatego wygląda na mniejszą ilość od innych firm.",POL,1
"Widzę że większość ma rację. Te kilka negatywnych ocen jest wyssana z palca, zawsze znajdzie się ktoś, komu nic nie pasuje i zawsze będą biadolić. Proszek jest faktycznie dobry a nawet lepszy od tych 2 razy droższych. Po praniu ubrania wyglądają jak nowe. Bardzo ładnie pachnie i dość intensywnie. Ubranie po praniu pachną bardzo delikatnie, prawdopodobnie u każdego w innym natężeniu - różne pralki różnie płuczą. Dla mnie bardzo delikatny zapach jest na plus - nie chcę pachnieć proszkiem :) nawet jak ma przyjemny zapach.  Kod na opakowaniu pokazuje że był wyprodukowany w Niemczech a nie jak przy wielu proszkach - napisane że w wyprodukowany w Niemczech a kod mówi co innego. Jest tak jak inni piszą że jest różnica w objętości i tej samej masy w porównaniu z innymi proszkami. Proszek na swoją objętość jest ciężki, ale to w niczym mi nie przeszkadza, widocznie tak ma być - ważne jest to że robi swoje. Ludzie chwalą swoje drobie proszki, przodujących firm bo wydali na nie kupę pieniędzy i uwierzyli reklamie robiącej pranie mózgu a w rzeczywistości nie są takie dobre jak się o nich mówi. Dobra reklama i plotki ludzi z byle czego ""zrobi"" świetny produkt w który uwierzą tłumy... Z pewnością kupię ten proszek ponownie, oby firma utrzymała tę jakość i przez oszczędności i jakości surowców nie ""spadli"" w dół, tak jak to robią przodujące firmy proszków. Przy innych proszkach swędzą mnie oczy i cieknie z nosa, przy tym nie. Ten proszek jest godny polecenia.",POL,1
Proszę najtańszy nie dociera nic i pachnie tylko w opakowaniu . Przy rozwieszaniu nie czuć NIC.  POLSKIE najtańsze proszki są tak samo nic nie warte co NIEMIECKIE najtansze,POL,1
Towar nie ustępuje produktom w marketach. Wydaje mi się że jest nawet lepszy. No i fajnie pachnie pranie.,POL,1
"Osobiście go nie używam, ale moja baba jest zachwycona tym proszkiem. Mówi, że pierze znacznie lepiej od proszków z sieci dyskontów (tej z owadem, oraz tej niemieckiej). Za te cenę jest na prawdę dobry. Kupiłem 20kg jako prezent na dzień kobiet i prezent okazał się być bardzo trafiony.",POL,1
Cena idzie w parze z jakością. Nie jest to niemiecki proszek ani też klasy niemieckiego np. persila. Być może jest to produkt na export albo chwyt marketingowy. Bądź co bądź i tak warty zakupu.,POL,1
"Proszek wg. opisu powinien być niemiecki, a jest wyprodukowany w Polsce. Wiadomo, że produkty oryginalne niemieckie lub na rynek niemiecki są lepszej jakości, a na polski są gorsze, nawet robione przez firmy niemieckie.",POL,1
pomimo produkcji przez clovin proszek trochę lepszy od normalnych krajowych serii,POL,1
niemożliwe? niemiecki a do niczego,POL,1
Proszek na pewno nie jest niemiecki. Jest to podróba. Bardzo się zawiodłam bo nawet najmniejszych  plam nie odpiera ani w 40' ani w 60 stopniach. Wyrzuciłam pieniądze w błoto. Nie polecam!,POL,1
"proszek OK.zapach intensywny przyjemny.pierze dobrze,ciuchy pachną.niemiecka chemia zawsze była o niebo lepsza niż nasza.biorąc na ręke dwa proszki tej samej firmy niemiecki i polski wyglądają jak dwa różne.czyli nie niemcy a nasi nas szwabią.",POL,1
"Ten proszek używam już po raz kolejny i testowała tez teściowa. Nadzwyczaj dobrze się sprawuje. O wiele lepszy od kupowanego kiedyś w Lidlu - proszek Czeski. Dobrze sie rozpuszcza i nie zostawia smug, czy śladów.. Polecam, warto przetestować..",POL,1
ten proszek niby niemiecki on nawet nie stał przy takim!,POL,1
Proszek WaschPulver na pewno lepszy niż proszki z marketu. Zapach po praniu niewyczuwalny. Skuteczny. Polecam. ,POL,1
