content,language,doubleQuality
"Czuć i widać po praniu, że oryginał.",POL,0
Najlepsze kapsułki jak dla mnie,POL,0
Jak kapsułki do prania to tylko Ariel,POL,0
Naprawdę ładnie pachnące kapsułki.,POL,0
super polecam,POL,0
ok,POL,0
Wszystko gra,POL,0
Wszystko zgodne z opisem. Polecam!,POL,0
Produkt zgodny z opisem.,POL,0
Produkt zgodny z opisem.,POL,0
Ok,POL,0
Ok,POL,0
Polecam,POL,0
"Pachnie INTENSYWNIE ,w sklepie osiedlowym w promocji okazał się tańszy",POL,0
Super. Pierze i super zapach. Cena ok.,POL,0
polecam,POL,0
Super,POL,0
Działa,POL,0
OK,POL,0
"Chyba poprawili skład , bo pranie ładniej pachnie i jest lepszy efekt.",POL,0
polecam,POL,0
Wszystko ok.,POL,0
Polecam!!!,POL,0
Piękny zapach.,POL,0
Jak dla mnie najlepsze.,POL,0
Polecam.,POL,0
Fajny zapach :),POL,0
Polecam,POL,0
Super,POL,0
super,POL,0
"Normalne kostki takie jak że sklepu tylko cena leprza, jeszcze wymieniając monety na kupon zakupione za 40 zł.",POL,0
POLECAM !!!,POL,0
Jest ok,POL,0
"Do tej pory kupowałem w promocji marketowej a tu bez wędrówki po sklepach i też w dobrej cenie, jestem zadowolony",POL,0
Polecam,POL,0
Polecam,POL,0
ok,POL,0
dobrze pierze,POL,0
Dobre i praktyczne kapsułki o uniwersalnym zastosowaniu również do białych rzeczy.,POL,0
OK,POL,0
Ok,POL,0
ok,POL,0
wszystko ok,POL,0
super polecam,POL,0
bardzo dobre te kapsułki,POL,0
Polecam,POL,0
Wszystko zgodnie z opisem.,POL,0
bardzo dobre,POL,0
Ok,POL,0
Najlepsze kapsułki do prania.,POL,0
SUPER POLECAM,POL,0
ok,POL,0
polecam,POL,0
Najlepsze kapsułki,POL,0
Dobra jakość adekwatna cena,POL,0
OK !,POL,0
dobra jakość za dobrą cenę,POL,0
ok,POL,0
"Dopiera rewelacyjnie/w porównaniu z Persil/,zbyt intensywnie pachnie,wolałabym zapach dozować indywidualnie",POL,0
Dla mnie idealne,POL,0
ok,POL,0
Polecam.,POL,0
ok,POL,0
"Przyszły całe 
Zamawiałem dwa razy
Raz przyszły owinięte stretchem drugi raz luzem z innymi rzeczami 
zależy kto pakuje",POL,0
Najlepsze kapsułki do prania.ładnie pachną i pranie świetnie doprane,POL,0
Bardzo dobre,POL,0
"Świetny produkt, używamy go od lat!",POL,0
OK,POL,0
Ok.,POL,0
Towar zgodny z opisem,POL,0
rewelacja,POL,0
Kapsułki jak zwykle pierwsza klasa!!!!!!!,POL,0
Ok,POL,0
Polecam,POL,0
polecam,POL,0
Ok,POL,0
ok,POL,0
Intensywniejszy zapach niż proszku,POL,0
Jak zawsze 100% OK,POL,0
polecam,POL,0
Lubię te kapsułki. Świetnia dopierają.,POL,0
"towary zgodny z opisem, pięknie pachnie. polecam",POL,0
Ok,POL,0
Towar nie testowany jeszcze,POL,0
Ariel nic dodać nic ująć,POL,0
Polecam.,POL,0
OK,POL,0
Ok,POL,0
Polecam,POL,0
polecam,POL,0
"KAPSUŁKI JAK KAPSUŁKI, STALE UŻYWAM ARIELA ZAPACH I INNE CECHY B.DOBRE",POL,0
"Produkt zgodny z opisem, bardzo dobrze spakowany - jedyny minus to przeskok cenowy - zamawiałam za dużo mniejszą kwotę niż ta która jets obecnie.",POL,0
Polecam wszystko OK.,POL,0
Ok,POL,0
Bardzo ładny i intensywny zapach wypranych ubrań. W pralce nie zostaje resztka kapsułki. POLECAM,POL,0
"Produkt zgodny z opisem, standardowe kapsułki Ariel do koloru, polecam.",POL,0
"Towar zgodny z opisem, wysokiej jakości.",POL,0
"Świetny produkt, świetna cena. Polecam!!!",POL,0
Polecam.,POL,0
Ok,POL,0
super,POL,0
Super jakośc,POL,0
ok,POL,0
Polecam!,POL,0
"są świetne, piorą skarpetki do czysta",POL,0
"Kupuję od lat, super pachną, super piorą więc po co zmieniać:)",POL,0
Produkt wart uwagi: cena efektywność. Ilość:))))Ogólnie polecam,POL,0
Super,POL,0
Super,POL,0
super,POL,0
Wszystko ok,POL,0
Ogólnie wykorzystywane nawet jak kupowane gdzie indziej i niby najlepsze,POL,0
ekstra! :),POL,0
O.k,POL,0
Pierze,POL,0
Bardzo dobrze kapsułki piorą i stosunkowo tanie.,POL,0
Ładny zapach polecam,POL,0
Wszystko ok,POL,0
Polecam,POL,0
ok,POL,0
TEGO PRODUKTU NIE TRZEBA REKLAMOWAĆ OK!!!!!!!!!,POL,0
ok,POL,0
"Kolejne opakowania zawierają coraz mniej kapsułek. Wcześniej było 70, teraz jest 66 kapsułek.",POL,0
Pięknie pachnie i dobrze pierze,POL,0
"Bardzo dobre, polecam",POL,0
ok,POL,0
Duży zestaw w przystępnej cenie.,POL,0
Sprawdzone polecam,POL,0
super kapsułki,POL,0
Obrania czyste i pachnące,POL,0
POLECAM,POL,0
10.paź,POL,0
ok,POL,0
Ja jestem zadowolona z kapsułek. Od kilku lat nie używam innych,POL,0
Zamawiam nie pierwszy raz,POL,0
Towar zgodny z opisem.,POL,0
"Kiedy wypierzesz pranie, to przestaje pachnieć źle i pachnie dobrze xD",POL,0
Polecam,POL,0
Wszystko ok.,POL,0
"Ślicznie pachną, dobrze piorą. Polecam.",POL,0
ok,POL,0
Jakość ok. Polecam.,POL,0
Super czyste pranie. Jedna kapsułka wystarcza na jedno pytanie.polecam,POL,0
super,POL,0
Najlepsze jakościowo kapsułki do prania,POL,0
ok,POL,0
"Produkt zgodny z opisem , bardzo dobry produkt polecam",POL,0
"Piękny zapach,  ale nie radzą sobie z plamami",POL,0
ok,POL,0
Bardzo dobrze pierze jakość idealna,POL,0
"Bardzo dobrze dopierają, ładny zapach",POL,0
"super polecam 
",POL,0
"Są OK, tak jak powinny.",POL,0
ok,POL,0
Dla mnie liderki za nic w świecie ich nie zamienię.,POL,0
Ok,POL,0
Pranie po nich jest czyste jak łza,POL,0
ok,POL,0
Super,POL,0
polecam,POL,0
"Super
",POL,0
Najlepsze :),POL,0
Polecam.,POL,0
ok,POL,0
"Zapach długo się utrzymuje, pranie bardzo czyste, plamy znikają. Polecam.",POL,0
"Likwidują plamy, pięknie pachną,  wydajne",POL,0
extra,POL,0
ok,POL,0
super,POL,0
"ok
",POL,0
ok,POL,0
dobra cena za sprawdzony produkt.,POL,0
Towar zgodny z opisem.,POL,0
ok,POL,0
"Jest O.K.
Dziękuję",POL,0
ok,POL,0
WSZYSTKO OK,POL,0
Zgodny z opisem polecam ,POL,0
"ok, mega paka ",POL,0
super,POL,0
polecam,POL,0
Jestem zadowolona z tych kapsułek do prania.,POL,0
bez zarzutu,POL,0
"Dobre kapsułki, ładny zapach",POL,0
"od dłuższego czasu używam, skuteczne, polecam",POL,0
Polecam,POL,0
ok,POL,0
POLECAM,POL,0
dobrej jakości,POL,0
Drogo... w Biedronce po 49.99 zł od ręki.,POL,0
Bez zarzutu,POL,0
Spełniają swoje zadanie. Polecam.,POL,0
pranie jak w reklamie !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1 ,POL,0
Ok,POL,0
ok,POL,0
Super. Na długo wystarcza,POL,0
"Używamy od lat. Jedyny popularny ""proszek"", który nie alergizuje dziecka. Pranie świetnie pachnie. Dopiera w 40 stopniach większość zabrudzeń.",POL,0
ok,POL,0
Pięknie pachną:),POL,0
ok,POL,0
Polecam ,POL,0
"Wszystko w należytym porządku, oryginalny produkt.",POL,0
OK,POL,0
Produkt zgodny z opisem.,POL,0
Super. ,POL,0
ok,POL,0
"Jak zawsze wszystko super, polecam gorąco",POL,0
polecam,POL,0
"Wszystko Ok
Polecam",POL,0
Polecam,POL,0
Polecam,POL,0
"Super kapsułki, ubranie ładnie pachnie i spierają się nawet trudniejsze plamy",POL,0
Zgodnie z opisem,POL,0
jak zawsze,POL,0
"jak zwykle wspaniały, polecam",POL,0
Ok,POL,0
Polecam !!!!!!!,POL,0
Świetne kapsułki.,POL,0
Wszystko Super Polecam,POL,0
Bardzo dobry produkt,POL,0
Ogólnie spełnia zadanie. Tylko zapach po praniu nie ciekawy i może uczulać.,POL,0
Polecam,POL,0
Znakomita relacja jakość/cena.,POL,0
rewlacyjne kapsułki,POL,0
Ok,POL,0
Same kapsułki sa dobre ale obsługa do niczego,POL,0
Wielkie dzięki za gratis:),POL,0
Moje ulubione kapsułki w bardzo okazjonalnej cenie,POL,0
Pranie czyste i pachnące ,POL,0
Polecam.,POL,0
bardzo dobry produkt,POL,0
Zgodnie z opisem używane pierwszy raz jestem zadowolony ,POL,0
"jakość dobra, cena lepsza niż w biedronce na promocji ",POL,0
Super! ,POL,0
Super,POL,0
"super produkt za super cenę, polecam",POL,0
Super,POL,0
Bardzo dobrze piorą. Idealnie się rozpuszczają i wypłukują.,POL,0
Ok,POL,0
oki,POL,0
Polecam ,POL,0
ok,POL,0
Ok,POL,0
najlepsze,POL,0
ok,POL,0
Dobry produkt,POL,0
ok,POL,0
OK,POL,0
"Świeży zapach, polecam.",POL,0
Super.,POL,0
Pecam,POL,0
polecam,POL,0
Super produkt w dobrej cenie.,POL,0
Rewalacja.,POL,0
Super,POL,0
polecam,POL,0
Super,POL,0
Super ,POL,0
Piorą ale zapachu brak.....,POL,0
wow,POL,0
spoko byku kupuj :),POL,0
Tylko tych używam.,POL,0
OK! Polecam!,POL,0
Super,POL,0
Mije ulubione kapsułki,POL,0
Polecam,POL,0
Ariel najlepszy !,POL,0
"Bardzo dobrej jakości kapsułki, nie zostawiają śladów i pranie ładnie pachnie:) ",POL,0
"te same co w biedronce bo porównywałam opakowanie ,w biedronce tańsze jeszcze ",POL,0
Towar zgodny z opisem.,POL,0
Polecam...godny polecenia produkt,POL,0
Ariel nr 1 ! ,POL,0
Kapsułki są świetne łatwe w użyciu i pranie pięknie pachnie.,POL,0
Bardzo dobre kapsułki,POL,0
Ok,POL,0
Super!,POL,0
"Wydajne, ładnie pachną.",POL,0
polecam,POL,0
Polecam,POL,0
Rewelacyjne kapsułki. ,POL,0
Wygląda ok. Reszta wyjdzie w praniu. Polecam. ,POL,0
Ok,POL,0
Towar zgodny z opisem :) OK,POL,0
Przedmiot zgodny z opisem. Polecam,POL,0
B.ladnie pokorą i pachną,POL,0
ok,POL,0
Jedne z lepszych kapsułek do prania w dobrej cenie.,POL,0
ok,POL,0
ok,POL,0
"Kapsułki do prania ARIEL. Dobra cena, przyjemny zapach. Jestem zadowolona.",POL,0
dobry produkt,POL,0
Wszystko zgodnie z opisem. ,POL,0
"Polecam !!!
",POL,0
b dobre,POL,0
Polecam ,POL,0
"Ubóstwiam zapach tych kapsułek, najlepsze ",POL,0
Polecam ,POL,0
"Dobrze piorą, ładnie pachną.",POL,0
super,POL,0
Piorą. ,POL,0
"kapsułki pięknie pachną , polecam",POL,0
ok,POL,0
Super ,POL,0
Super jakość,POL,0
Ok.Polecam.,POL,0
"Kapsułki jak kapsułki, mi akurat te pasują...",POL,0
Polecam :) ,POL,0
Robi swoje.,POL,0
Polecam! ,POL,0
Najlepsze,POL,0
Polecam,POL,0
zgodne z opisem,POL,0
Pranie po tych kapsułkach intensywnie pachnie. Jestem zadowolony z zakupu. ,POL,0
Polecam ,POL,0
Polecam,POL,0
Polecam,POL,0
Bardzo silny zapach,POL,0
wszystko ok z kapsułkami ,POL,0
Kupiłam kolejny raz i nadal wracam do kapsułek polecam.,POL,0
Polecam,POL,0
"Pękate kapsułki. Oprócz płynu jest sporo powietrza. Inni producenci mają bardziej kompaktowe produkty. Ogólnie, to nie wada, ale ja przesypuję zawartość opakowania do własnego pudełka i nie mogę go zamknąć przez ich objętość.",POL,0
polecam,POL,0
Super polecam wszystkim,POL,0
*******,POL,0
Super sprawa,POL,0
Wszystko OK! Polecam! ,POL,0
towar zgodny z opisem.,POL,0
super gorąco polecam,POL,0
Wszystko ok,POL,0
"Dobrze rozpuszczają się w praniu, dopierają różnego rodzaju plamy, działają w niskiej temperaturze.",POL,0
Polecam,POL,0
ok,POL,0
"Trzeba kapsułki przełożyć do pojemnika, bo się sklejają. ",POL,0
Rewelacja serdecznie polecam!,POL,0
piorą i pachną lux,POL,0
wszystko ok,POL,0
POLECAM !!!,POL,0
"Mój pierwszy zakup ale nie ostatni. Ładnie pachną, dobrze piorą i są wygodne.",POL,0
"super, polecam",POL,0
ok,POL,0
Kapsułki bardzo dobrze zapakowane. Po otwarciu oryginalnego opakowania brak popękanych i uszkodzonych kapsułek. Super.,POL,0
polecam :),POL,0
najlepsze ,POL,0
"Nie zdążyłam użyć wiele razy, ale już parę razy się zdarzyło, że przy niższych temperaturach kapsułka się nie rozpuściła do końca ",POL,0
Niezmiennie najlepsze,POL,0
Super,POL,0
dobrze dopieraja w niskich temp. ,POL,0
"Na pierwszy rzut oka mniejsze gabarytowo i ilosciowo od kapsułek kupowanych w sklepie oczywiscie innej firmy ,ale przeszły próbę pranie doskonałe dopierają zabrudzenia i miły zapach po wywirowaniu .Polecam",POL,0
"Towar ok, zgodny z opisem.",POL,0
zgodne z opisem.,POL,0
OK polecam,POL,0
ok.,POL,0
POLECAM ,POL,0
POLECAM,POL,0
oki,POL,0
ok,POL,0
Bardzo dobra jakość ,POL,0
Ok,POL,0
WYSZYSKO OK,POL,0
Jak zawsze rewelacyjnie! ,POL,0
Super dopierają.,POL,0
Polecam,POL,0
"Od kiedy odkryłam kapsułki, to używam je do każdego prania, niezależnie czy biel, czy czerń, czy delikatne , czy ręczniki na 95 stopni. Sprawdzają się w praniu.",POL,0
POLECAM,POL,0
Cena,POL,0
Najlepsze! ,POL,0
"super, nie są poklejone !!!. Ostatnio kupowałam u innego dostawcy i aż 10 szt było mocno sklejonych, nadawały się tylko do wyrzucenia.",POL,0
Towar zgodny z opisem. Polecam,POL,0
Dobrze piora,POL,0
Jak zwykle daje sobie radę z brudnymi ubraniami a ostatnio wypróbowałam sposobu na umycie podług nawet tu daje sobie radę. Polecamy ,POL,0
ok,POL,0
polecam,POL,0
Dobre kapsułki ,POL,0
Bardzo polecam. Pełna PROFESKA,POL,0
Zgodny z opisem ,POL,0
"Na razie w porządku, pranie czyściutkie !!!",POL,0
"Super produkt w super cenie, ładny zapach żelu, effektywność czyszczenia 99%. Trafiłem na bardzo ładną przecenę czemu się cieszę. Cena jakość-super. Polecam.",POL,0
polecam,POL,0
Super,POL,0
"Super kapsułki , już nie zmienie na inne :)",POL,0
ok,POL,0
"Przy praniu delikatnym, nie do końca się rozpuszczają",POL,0
Idealny,POL,0
ok,POL,0
Super,POL,0
Piorą jak Ibisz zęby,POL,0
"zapach super, nawet po wypraniu;-)",POL,0
