content,doubleQuality
skuteczny,0
super jak zawsze piorę arielem od lat i nigdy nie narzekałam na jego jakość teraz jest tak samo polecam,0
ładnie pachną dobrze piora,0
bardzo dobra jakość przyszły nieuszkodzone polecam,0
długotrwały zapach bardzo dobre efekty prania polecam,0
bardzo dobretylko te używam,0
dobra jakość,0
polecam wszystko ok,0
polecam pranie czyste i pachnące plamy schodzą,0
dobra i sprawdzona jakość warta polecenia,0
czuć i widać po praniu że oryginał,0
najlepsze kapsułki jak dla mnie,0
jak kapsułki do prania to tylko ariel,0
naprawdę ładnie pachnące kapsułki,0
wszystko gra,0
wszystko zgodne z opisem polecam,0
pachnie intensywnie w sklepie osiedlowym w promocji okazał się tańszy,0
super pierze i super zapach cena ok,0
działa,0
chyba poprawili skład  bo pranie ładniej pachnie i jest lepszy efekt,0
jak dla mnie najlepsze,0
fajny zapach ,0
normalne kostki takie jak że sklepu tylko cena leprza jeszcze wymieniając monety na kupon zakupione za  zł,0
polecam ,0
jest ok,0
do tej pory kupowałem w promocji marketowej a tu bez wędrówki po sklepach i też w dobrej cenie jestem zadowolony,0
dobrze pierze,0
dobre i praktyczne kapsułki o uniwersalnym zastosowaniu również do białych rzeczy,0
bardzo dobre te kapsułki,0
wszystko zgodnie z opisem,0
dobra jakość adekwatna cena,0
dobra jakość za dobrą cenę,0
dopiera rewelacyjniew porównaniu z persilzbyt intensywnie pachniewolałabym zapach dozować indywidualnie,0
dla mnie idealne,0
"przyszły całe 
zamawiałem dwa razy
raz przyszły owinięte stretchem drugi raz luzem z innymi rzeczami 
zależy kto pakuje",0
najlepsze kapsułki do praniaładnie pachną i pranie świetnie doprane,0
świetny produkt używamy go od lat,0
towar zgodny z opisem,0
rewelacja,0
kapsułki jak zwykle pierwsza klasa,0
intensywniejszy zapach niż proszku,0
jak zawsze  ok,0
lubię te kapsułki świetnia dopierają,0
towary zgodny z opisem pięknie pachnie polecam,0
towar nie testowany jeszcze,0
ariel nic dodać nic ująć,0
kapsułki jak kapsułki stale używam ariela zapach i inne cechy bdobre,0
produkt zgodny z opisem bardzo dobrze spakowany  jedyny minus to przeskok cenowy  zamawiałam za dużo mniejszą kwotę niż ta która jets obecnie,0
bardzo ładny i intensywny zapach wypranych ubrań w pralce nie zostaje resztka kapsułki polecam,0
produkt zgodny z opisem standardowe kapsułki ariel do koloru polecam,0
towar zgodny z opisem wysokiej jakości,0
świetny produkt świetna cena polecam,0
super jakośc,0
są świetne piorą skarpetki do czysta,0
kupuję od lat super pachną super piorą więc po co zmieniać,0
produkt wart uwagi cena efektywność ilośćogólnie polecam,0
ogólnie wykorzystywane nawet jak kupowane gdzie indziej i niby najlepsze,0
ekstra ,0
bardzo dobrze kapsułki piorą i stosunkowo tanie,0
ładny zapach polecam,0
tego produktu nie trzeba reklamować ok,0
kolejne opakowania zawierają coraz mniej kapsułek wcześniej było  teraz jest  kapsułek,0
pięknie pachnie i dobrze pierze,0
bardzo dobre polecam,0
duży zestaw w przystępnej cenie,0
sprawdzone polecam,0
obrania czyste i pachnące,0
paź,0
ja jestem zadowolona z kapsułek od kilku lat nie używam innych,0
zamawiam nie pierwszy raz,0
kiedy wypierzesz pranie to przestaje pachnieć źle i pachnie dobrze xd,0
ślicznie pachną dobrze piorą polecam,0
jakość ok polecam,0
super czyste pranie jedna kapsułka wystarcza na jedno pytaniepolecam,0
najlepsze jakościowo kapsułki do prania,0
produkt zgodny z opisem  bardzo dobry produkt polecam,0
piękny zapach  ale nie radzą sobie z plamami,0
bardzo dobrze pierze jakość idealna,0
bardzo dobrze dopierają ładny zapach,0
"super polecam 
",0
są ok tak jak powinny,0
dla mnie liderki za nic w świecie ich nie zamienię,0
pranie po nich jest czyste jak łza,0
"super
",0
najlepsze ,0
zapach długo się utrzymuje pranie bardzo czyste plamy znikają polecam,0
likwidują plamy pięknie pachną  wydajne,0
extra,0
"ok
",0
dobra cena za sprawdzony produkt,0
"jest ok
dziękuję",0
zgodny z opisem polecam ,0
ok mega paka ,0
jestem zadowolona z tych kapsułek do prania,0
bez zarzutu,0
dobre kapsułki ładny zapach,0
od dłuższego czasu używam skuteczne polecam,0
dobrej jakości,0
drogo w biedronce po  zł od ręki,0
spełniają swoje zadanie polecam,0
pranie jak w reklamie  ,0
super na długo wystarcza,0
używamy od lat jedyny popularny proszek który nie alergizuje dziecka pranie świetnie pachnie dopiera w  stopniach większość zabrudzeń,0
pięknie pachną,0
wszystko w należytym porządku oryginalny produkt,0
super ,0
jak zawsze wszystko super polecam gorąco,0
"wszystko ok
polecam",0
super kapsułki ubranie ładnie pachnie i spierają się nawet trudniejsze plamy,0
jak zawsze,0
jak zwykle wspaniały polecam,0
świetne kapsułki,0
wszystko super polecam,0
ogólnie spełnia zadanie tylko zapach po praniu nie ciekawy i może uczulać,0
znakomita relacja jakośćcena,0
rewlacyjne kapsułki,0
same kapsułki sa dobre ale obsługa do niczego,0
wielkie dzięki za gratis,0
moje ulubione kapsułki w bardzo okazjonalnej cenie,0
pranie czyste i pachnące ,0
zgodnie z opisem używane pierwszy raz jestem zadowolony ,0
jakość dobra cena lepsza niż w biedronce na promocji ,0
super produkt za super cenę polecam,0
bardzo dobrze piorą idealnie się rozpuszczają i wypłukują,0
oki,0
najlepsze,0
dobry produkt,0
świeży zapach polecam,0
pecam,0
super produkt w dobrej cenie,0
rewalacja,0
piorą ale zapachu brak,0
wow,0
spoko byku kupuj ,0
tylko tych używam,0
mije ulubione kapsułki,0
ariel najlepszy ,0
bardzo dobrej jakości kapsułki nie zostawiają śladów i pranie ładnie pachnie ,0
te same co w biedronce bo porównywałam opakowanie w biedronce tańsze jeszcze ,0
polecamgodny polecenia produkt,0
ariel nr   ,0
kapsułki są świetne łatwe w użyciu i pranie pięknie pachnie,0
bardzo dobre kapsułki,0
wydajne ładnie pachną,0
rewelacyjne kapsułki ,0
wygląda ok reszta wyjdzie w praniu polecam ,0
towar zgodny z opisem  ok,0
przedmiot zgodny z opisem polecam,0
bladnie pokorą i pachną,0
jedne z lepszych kapsułek do prania w dobrej cenie,0
kapsułki do prania ariel dobra cena przyjemny zapach jestem zadowolona,0
wszystko zgodnie z opisem ,0
"polecam 
",0
b dobre,0
ubóstwiam zapach tych kapsułek najlepsze ,0
piorą ,0
kapsułki pięknie pachną  polecam,0
okpolecam,0
kapsułki jak kapsułki mi akurat te pasują,0
polecam  ,0
robi swoje,0
pranie po tych kapsułkach intensywnie pachnie jestem zadowolony z zakupu ,0
bardzo silny zapach,0
wszystko ok z kapsułkami ,0
kupiłam kolejny raz i nadal wracam do kapsułek polecam,0
pękate kapsułki oprócz płynu jest sporo powietrza inni producenci mają bardziej kompaktowe produkty ogólnie to nie wada ale ja przesypuję zawartość opakowania do własnego pudełka i nie mogę go zamknąć przez ich objętość,0
super polecam wszystkim,0
super sprawa,0
wszystko ok polecam ,0
super gorąco polecam,0
dobrze rozpuszczają się w praniu dopierają różnego rodzaju plamy działają w niskiej temperaturze,0
trzeba kapsułki przełożyć do pojemnika bo się sklejają ,0
rewelacja serdecznie polecam,0
piorą i pachną lux,0
mój pierwszy zakup ale nie ostatni ładnie pachną dobrze piorą i są wygodne,0
kapsułki bardzo dobrze zapakowane po otwarciu oryginalnego opakowania brak popękanych i uszkodzonych kapsułek super,0
nie zdążyłam użyć wiele razy ale już parę razy się zdarzyło że przy niższych temperaturach kapsułka się nie rozpuściła do końca ,0
niezmiennie najlepsze,0
dobrze dopieraja w niskich temp ,0
na pierwszy rzut oka mniejsze gabarytowo i ilosciowo od kapsułek kupowanych w sklepie oczywiscie innej firmy ale przeszły próbę pranie doskonałe dopierają zabrudzenia i miły zapach po wywirowaniu polecam,0
towar ok zgodny z opisem,0
bardzo dobra jakość ,0
wyszysko ok,0
jak zawsze rewelacyjnie ,0
super dopierają,0
od kiedy odkryłam kapsułki to używam je do każdego prania niezależnie czy biel czy czerń czy delikatne  czy ręczniki na  stopni sprawdzają się w praniu,0
cena,0
super nie są poklejone  ostatnio kupowałam u innego dostawcy i aż  szt było mocno sklejonych nadawały się tylko do wyrzucenia,0
towar zgodny z opisem polecam,0
dobrze piora,0
jak zwykle daje sobie radę z brudnymi ubraniami a ostatnio wypróbowałam sposobu na umycie podług nawet tu daje sobie radę polecamy ,0
dobre kapsułki ,0
bardzo polecam pełna profeska,0
zgodny z opisem ,0
na razie w porządku pranie czyściutkie ,0
super produkt w super cenie ładny zapach żelu effektywność czyszczenia  trafiłem na bardzo ładną przecenę czemu się cieszę cena jakośćsuper polecam,0
super kapsułki  już nie zmienie na inne ,0
przy praniu delikatnym nie do końca się rozpuszczają,0
idealny,0
piorą jak ibisz zęby,0
zapach super nawet po wypraniu,0
jakość jak zawsze,0
nie rozpuszczaja sie w pramiu kleja sie dorzeczy jak slimak,0
zgodnie z opisempiękny zapachpolecam,0
towar zgodny z opisem i szybko dostarczony,0
polecam w ,0
produkt ok ,0
przyjemnie pachnąca chemia,0
dobrze zapakowane i zabezpieczone piorą rozpuszczają się ogólnie działają,0
caly czas uzywam kapsulek ariel dla mnie sa super,0
produkt zgodny z opisem jak najbardziej polecam ,0
jak zawsze  świetne ,0
jak zawsze super,0
polecam wszystkim,0
dobra cena towar dobrze zapakowany,0
plam nie spiera miał być dobry,0
kapsułki dobrze piorą ładnie pachną przystępna cena przy tej ilości szt,0
zgodnie z opisem polecam,0
robi swoją robotę,0
bardzo dobrze spierają wszelkie zabrudzenia polecam,0
wszystko super ,0
wydajne dobry zapach działa również przy niskich temperaturach,0
kapsułki bardzo dobrej jakości pranie bardzo pięknie pachnie ,0
super działanie piękny zapach ,0
całkiem przyjemnie pachnie i dość dobrze pierze ,0
okk,0
żona pierze i nie narzeka więc ok polecam,0
wszystko ok zgodne z opisem ,0
świeży miły zapach,0
dobre ale jak dla mnie za mocny zapach,0
spełnia swoje zadanie dopiera nawet stare zabrudzenia,0
sprawują się bardzo dobrze używamy ich również do prania ciuchów roboczych i świetnie dopierają nawet zaschnięte plamy,0
świetne kapsułki o mega przyjemnym zapachu,0
"super
bardzo fajny zapach po praniu
i powiem szczerze bardzo dobrze piórą
polecam ",0
po jakimś czasie kapsułki same w opakowaniu się posklejały jedna rozpuściła,0
bardzo dobrze spełniają swoje zadanie ,0
polecam product oraz sklep ,0
kapsułek mniej niż poprzednio ,0
wysokiej jakości i co ważne uniwersalne kapsułki do prania nadaje ładny zapach praniu,0
super i niska cena,0
tylko tych kapsule używam są najlepsze ,0
piorą jak szalone same wskakują do bębna ,0
wszystko super,0
super szybko i profesjonalnie  bardzo polecam,0
świetne ,0
działają i o to chodzi,0
bardzo przyjemnie pachną bardzo dobre efekty prania,0
pięknie pachną polecam,0
to już zapytać trzeba pralki ,0
dobrze rozpuszczają się podczas prania ,0
bardzo dobratak polecam,0
ładny świeży zapach,0
wszystko ok produkt bardzo dobry polecam,0
sprawdzone niezawodne polecm wszystkim,0
bardzo dobre i ładny zapach,0
sprawdzony,0
jakość do ceny  ,0
towar ok,0
uważam że to najlepsze kapsułki na rynku stosowałam inne z o wiele gorszym skutkiem poza tym mają ładny utrzymujący się po praniu zapach rzeczy są miękkie i pachnące,0
tabletki są super,0
ok zgodne z opisem,0
polecam kapsułki dobrze piorą bez intensywnego chemicznego zapachu,0
piękny zapach polecam ,0
zawsze szanowałem wyroby tej firmy,0
wszystko w porządku polecam,0
duża ilość produktu za niewielką cenę,0
pięknie piorą i pięknie pachną,0
czyste pranie świeży zapach,0
dokładne pranie ładny zapach,0
towar zgodny z opisem starannie zapakowany ,0
dobra jakość dobra cena,0
ariel to mój ulubiony detergent do prania a od czasu gdy wprowadzili kapsułki tylko tych używam bo jest to w sam raz odliczona ilość na jedno pranie więc mniej obciążam środowisko gdy piorę,0
super cena i jakość,0
szybko,0
wszystko zgodnie z opisem polecam,0
niektóre kapsułki poprzyczepiane do siebie zapach fajny dobrze rozpuszczają się w wodzie ,0
dobrze dopiera i ładnie pachnie polecam,0
dobre kapsułki warte swej ceny,0
"użytkowanie spoko ciuchy dopiera 
",0
dobre kapsułki,0
nie trzeba oceniać produkt sprawdzony od lat,0
to jedyne który nie pozostawiają nierozpuszczonej kapsułki w każdej temperaturze ,0
super piorą i ładnie pachną polecam,0
witam kapsułki w środku są posklejane przy próbie rozdzielenia wylewa się płyn ,0
pierwszy raz stosuję te kapsułki i nie mogę jeszcze ocenić,0
sa swietne juz po otwarciu czuc ta oszałamiająca roznice w zapachu  nie to co polskie co do prania rowniez bez najmniejszego problemu rozpuszczaja sie podczas prania w   kupowane dotychczas przeze mnie kapsulki ariel w drogerii niejednokrotnie mnie zawiodly pozostajace resztki kapsulki na ubraniach  zapach wszego dnia tylko ,0
dobrze dopiera ubrania w niskiej temperaturze  pranie przyjemnie pachnie,0
super produkt moje ulubione kapsułki do prania,0
najlepsze ever na rynku dopierają wszelki brud ,0
jak zwykle świetna jakość używam praktycznie tylko tych kapsułek,0
jeden z lepszych jak nie najlepszy środków piorących na rynku polecam,0
wg oceny żony są to najlepsze kapsułki do koloru z pośród wszystkich innych,0
najlepsze ariel wybieram już od dłuższego czasu,0
super piorą  piękny zapach,0
kapsułki przyjechały całe i zdrowe,0
ładnie pachną,0
bardzo ładny zapach polecam,0
przyjemny zapach ubranka milutkieczyste ,0
"nie podoba mi się zapach dla mnie lepszy jest persil
",0
produkt zgodny z opisem ,0
duże opakowanie wystarczy na długo,0
"kapsułki są bardzo  pachnące 
paczka  dobrze zapakowananic nie było uszkodzone",0
bardzo dobrze dobrane pranie zapach super ale dziecko zareagowało swędzącą skórą,0
spełnia swoją rolę ok,0
wszystko w jak najlepszym porządku,0
dla mnie kapsułki piorą dobrze tak samo jak proszek,0
pranie czyściutkie polecam,0
bardzo ładnie pachną,0
pięknie pachną dobrze piorą polecam,0
"super
świetne kapsułki pięknie pachną  polecam",0
spełnia oczekiwania,0
dotarły całe nie popękane także super ,0
ciuszki czyste,0
zgodnie z oczekiwaniami  dobra marka,0
piorą pranie,0
świetnie dopiera rzeczy plamy znikają kapsułki wygodne,0
 klasa,0
ładny zapach ,0
jesli chodzi o jakosc prania to dopiero uzylam raz ale zapach ma  morderczy jak dla mnie nie lubie az tak intensywnego zapachunie polecam jesli ktos  nie ma balkonu lub podworka i suszy pranie w domua juz na pewno nie gdy sa  dzieci drugi raz nie kupie  zbyt ostry zapach,0
bardzo dobra alternatywa dla proszku i płynu ,0
chyba najlepszy proszek jaki miałam do tej pory pięknie dopiera a jego zapach to jest po prostu powalający nie potrzeba płynów do płukania,0
polecam jak dla mnie najlepsze do prania używam ich od kilku lat,0
zapach ładny ale dla mnie zbyt intensywny,0
myślałam że pranie będzie mocniej pachniało,0
super jakość jak zawsze polecam skorzystam ponownie ,0
mega ,0
ok piekny zapach,0
bardzo dobre kapsułki do prania,0
najlepsze kapsulki,0
gorąco polecam świetny produkt,0
 najlepszy,0
wypas,0
trochę się rozpływają,0
jest dobry,0
używam od zawsze jednak po porównaniu w sklepach stacjonarnych cena już nie robi wrażenia,0
dobrze piorą i ładnie pachną ,0
produkt sprawdzony bardzo dobra jakość polecam,0
pranie wyprane w kapsułkach pachnie pięknie  polecam,0
polecam dobrze spełniają swoją funkcje ,0
polecam wszystko się zgadza u działa jak należy,0
ok używane jak tylko się pokazały na rynku nie ma lepszych,0
wszystko w najlepszym porządku polecam,0
pranie czyste ,0
wszystko w jak najlepszym porządku polecam,0
duża ilość w niskiej cenie dobrze poprą,0
pozitiv,0
mało poręczna paczka ciężko otworzyćzamknąć ,0
super pachnie praniebez dodawania płynu do płukania ,0
używam od lat,0
ekstra,0
niezastąpione świetnie pachną,0
dobrze piorą ubrania,0
skuteczny w praniu ,0
pięknie pachnie wygodny w użyciu ,0
zapach piękny wszystkie kapsułki są całe ani jedna nie była sklejona z sobą    pierze idealnie ,0
dobre,0
bardzo dobre kapsułki   piękny zapach ,0
rewelacja polecam,0
pięknie i długo pachnie pranie raczej juz nie wrócę do proszku lub płynu do prania   ,0
sprawdzone super polecam,0
super ładnie pachną,0
mega super polecam,0
super ok,0
dobry,0
kapsułki dobrze piorą pachną rozpuszczają się ,0
tanie kapsułki i efektywne kupie jeszcxze raz jak beda na promo i mi się skończąza poł roku albo dla dziewczyny na dzień kobiet,0
na jaśniejszych bluzkach zabrudzenia po antyperspirancie zamiast zniknąć są bardziej widoczne prawie żółte ,0
najlepsze kapsułki dostępne na rynku ,0
opakowania w sam razładnie pachną kapsułki,0
mega zapach wszystko ok,0
super polecam ,0
super cena,0
produkt extra,0
ma prac i pierze super i ładnie pachnie,0
bardzo dobry produkt przyjemny zapach prania polecam,0
bobrze piorą nie mam uwag,0
bardzo polecam,0
dobrej jakości ładnie pachnie pranie ,0
ok b dobry stosunek ceny do ilosci,0
tak polecamwszysko super,0
świetne kapsulki polecam korzystam z nich już długi czas,0
bardzo dobra jakość świeży zapach po praniu bardzo polecam ,0
ariel pieknie pachnie super pierze,0
bardzo dobra jakość w bardzo dobrej cenie polecam,0
doskonała jakość,0
jest bardzo ok,0
pranie pachnie  dopiera wiadomo ariel robi robotę,0
ploecam,0
polecam nie pierwszy raz już kupuję kapsułki ariel ,0
szybko i bez problemu,0
bardzo dobre jakościowo kapsułki fajnie piorą a pranie pięknie pachnie ,0
jakościowo bardzo dobre ,0
polecampranie dobrze wyprane i pachnące,0
świetna cena ładny zapach,0
zapach bardzo ładny polecam,0
bardzo dobrze usuwa plamy oraz wspaniale pachną prane materiały  polecam,0
silny iprzyjemny zapach,0
dobry produkt w atrakcyjnej cenie,0
zawsze uzywam polecam ,0
ubrania czystsze po praniu niż przed więc chyba są okej,0
standardowa jakość produktu cena tepsza niż w sklepach,0
pozostawiają ładny zapach nieźle dopierają plamy,0
działają bez zarzutu ,0
produkt  ,0
jestem zadowolona  produktu tranzakcja przebiegla szybko i pomyślnie ,0
pięknie pachnące pranie po wyjęciu z pralki i po wyjęciu z szafy ,0
produkt sprawdzony przez żonę,0
stosuję od lat  dobrze dopierają polecam ,0
wszystko okej super sprawa polecam ,0
jest dobrze,0
strasznie mocno pachną,0
jest ok ale inny i słaby zapach w porównaniu z tymi samymi kapsułkami które kupowałam w drogerii ,0
produkt spełnia moje oczekiwania dobrze się pierze ,0
piorą i pachną super,0
jakość wątpliwa jakby rozwodniony skład do jednego prania trzeba wrzucić  szt,0
co prawda dopiero  zrobiłam jedno pranie ale wszystko wskazuje na to że marka to utrzymuje jakość,0
najlepszy ,0
wszystko oki polecam,0
bardzo dobre kapsułki do prania dobrze się rozpuszczają nawet w niskiej temperaturze,0
super bardzo ładny zapach,0
stosuję od dawna i polecam ,0
skuteczne i praktyczne ,0
kapsułki rewelacja tylko takich używam i dla tego będę kupować   ,0
super pranie czyściutkie i pachnące,0
bardzo dobra jakość zwłaszcza w tej cenie polecam,0
produkt bardzo wydajny kapsułki dobrze piorą i nadają praniu przyjemny zapach polecam,0
dobry produkt i lubię tę firmę,0
polecam piękny zapach,0
tego produktu nie trzeba reklamować jest ok polecam ,0
super zgodnie z opisem,0
rewelacyjne  dobrze dopierają ładny zapach i rozpuszczają sie nawet w niskiej temperaturze,0
używam od lat polecam,0
najlepsze kapsułki świetnie dopiera się nawet bardzo zabrudzona odzież ma świeży i długo utrzymujący się zapach ,0
piękny zapach i skuteczne pranie polecam,0
polecam gorąco,0
od lat używam tylko te i jestem bardzo zadowolona fajny łagodny zapach prania,0
